title,url,date
10 Steps to Reduce Risks From AI Employment Tools,https://www.cooley.com/news/insight/2023/2023-12-19-10-steps-to-reduce-risks-from-ai-employment-tools,2023-12-19
Year-End Tasks for US Employers Facing Compliance Obligations,https://www.cooley.com/news/insight/2023/2023-12-18-year-end-tasks-for-us-employers-facing-compliance-obligations,2023-12-18
EU Reaches Political Agreement on Groundbreaking New Rules for Corporate Sustainability Due Diligence Impacting US Companies,https://www.cooley.com/news/insight/2023/2023-12-15-eu-reaches-political-agreement-on-groundbreaking-new-rules-for-corporate-sustainability-due-diligence-impacting-us-companies,2023-12-15
OCC Issues Risk Management Guidance for BNPL Lending,https://www.cooley.com/news/insight/2023/2023-12-12-occ-issues-risk-management-guidance-for-bnpl-lending,2023-12-12
"FinCEN Beneficial Ownership Rule Effective January 1, 2024 – But With Reporting Deadline Extension",https://www.cooley.com/news/insight/2023/2023-12-08-fincen-beneficial-ownership-rule-effective-january-1-2024-but-with-reporting-deadline-extension,2023-12-08
[Video] Cooley Trendspotting: Looking Ahead to Legal Trends in 2024,https://www.cooley.com/news/insight/2023/2023-12-05-cooley-trendspotting-looking-ahead-to-legal-trends-in-2024,2023-12-05
UK Government Consulting on National Security and Investment Regime,https://www.cooley.com/news/insight/2023/2023-11-30-uk-government-consulting-on-national-security-and-investment-regime,2023-11-30
Public Companies Update – November One-Minute Reads,https://www.cooley.com/news/insight/2023/2023-11-30-pubco-one-minute-reads,2023-11-30
Beyond the UK AI Safety Summit – Outcomes and Direction of Travel,https://www.cooley.com/news/insight/2023/2023-11-29-beyond-the-uk-ai-safety-summit-outcomes-and-direction-of-travel,2023-11-29
Proposed Rule on Laboratory-Developed Tests Takes Center Stage,https://www.cooley.com/news/insight/2023/2023-11-29-proposed-rule-on-laboratory-developed-tests-takes-center-stage,2023-11-29
"Decoding the UK Online Safety Act 2023: Latest Draft Guidance, Key Features and Insights",https://www.cooley.com/news/insight/2023/2023-11-29-decoding-the-uk-online-safety-act-2023-latest-draft-guidance-key-features-and-insights,2023-11-29
‘Overview of Medical Device Recalls’ and ‘Undeclared Allergens Continue to Drive Food Recalls’,https://www.cooley.com/news/insight/2023/2023-11-28-overview-of-medical-device-recalls-and-undeclared-allergens-continue-to-drive-food-recalls,2023-11-28
California DFPI Invites Comments on Potential Rulemaking to Implement Digital Financial Assets Lawssets Law,https://www.cooley.com/news/insight/2023/2023-11-28-california-dfpi-invites-comments-on-potential-rulemaking-to-implement-digital-financial-assets-law,2023-11-28
New York Employers Facing New Employment Laws,https://www.cooley.com/news/insight/2023/2023-11-27-new-york-employers-facing-new-employment-laws,2023-11-27
Using generative AI for coding? Know your risks,https://www.cooley.com/news/insight/2023/2023-11-22-using-generative-ai-for-coding,2023-11-22
FCC Explores Impact of AI on Robocalls and Robotexts,https://www.cooley.com/news/insight/2023/2023-11-21-fcc-explores-impact-of-ai-on-robocalls-and-robotexts,2023-11-21
"Following Recent Policy Statement, FTC ‘Disputes’ 100+ Patent Listings in FDA Orange Book",https://www.cooley.com/news/insight/2023/2023-11-21-following-recent-policy-statement-ftc-disputes-100-patent-listings-in-fda-orange-book,2023-11-21
European Commission Publishes Third Annual Report on EU Foreign Direct Investments,https://www.cooley.com/news/insight/2023/2023-11-17-european-commission-publishes-third-annual-report-on-eu-foreign-direct-investments,2023-11-20
FTC Issues Antitrust Warning Against ‘Improper’ Orange Book Patent Listings,https://www.cooley.com/news/insight/2023/2023-11-15-ftc-issues-antitrust-warning-against-improper-orange-book-patent-listings,2023-11-13
CFPB Proposes Increased Oversight of Digital Wallet and Payments Providers Through New Larger Participant Rule,https://www.cooley.com/news/insight/2023/2023-11-13-cfpb-proposes-increased-oversight-of-digital-wallet-and-payments-providers-through-new-larger-participant-rule,2023-11-13
Parallel Enforcement: SEC Authorities and How They Can Impact FDA’s Civil and Criminal Enforcement,https://www.cooley.com/news/insight/2023/2023-11-10-parallel-enforcement-sec-authorities-and-how-they-can-impact-fdas-civil-and-criminal-enforcement,2023-11-10
"Federal, State Agencies Promote Expanded Oversight of Bank and Nonbank Community Development Activities",https://www.cooley.com/news/insight/2023/2023-11-09-federal-state-agencies-promote-expanded-oversight-of-bank-and-nonbank-community-development-activities,2023-11-09
"Why SEC Is Worried AI Could Lead to Recession, Racial Bias",https://www.cooley.com/news/insight/2023/2023-11-07-why-sec-is-worried-ai-could-lead-to-recession-racial-bias,2023-11-07
California Employers Facing New Employment Laws for 2024,https://www.cooley.com/news/insight/2023/2023-11-07-california-employers-facing-new-employment-laws-for-2024,2023-11-07
"The Age of Principled AI: Exploring Risk, Responsibility and Possibility for Federal AI Use",https://www.cooley.com/news/insight/2023/2023-11-06-the-age-of-principled-ai,2023-11-06
"Q3 2023 Venture Financing Report – Deal Count and Invested Capital Increase Slightly, While Percentage of Down Rounds Continues Rise to New Levels",https://www.cooley.com/news/insight/2023/2023-11-06-q3-2023-venture-financing-report,2023-11-06
EMA Adopts Revised CTIS Transparency Rules,https://www.cooley.com/news/insight/2023/2023-11-02-ema-adopts-revised-ctis-transparency-rules,2023-11-02
US Regulatory Agencies Launching Reviews of AI,https://www.cooley.com/news/insight/2023/2023-11-02-us-regulatory-agencies-launching-reviews-of-ai,2023-11-02
2024 Financial Staleness Calendar and Filing Guide,https://www.cooley.com/news/insight/2023/2023-11-01-2024-financial-staleness-calendar-and-filing-guide,2023-11-01
How Does the Latest Crackdown on Noncompete Agreements Affect US Employers?,https://www.cooley.com/news/insight/2023/2023-10-31-how-does-the-latest-crackdown-on-noncompetition-agreements-affect-employers,2023-10-31
Biden Administration Issues Sweeping AI Executive Order,https://www.cooley.com/news/insight/2023/2023-10-31-biden-administration-issues-sweeping-ai-executive-order,2023-10-31
SEC Adopts Amendments to Beneficial Ownership Reporting Rules: What Investors Need To Know,https://www.cooley.com/news/insight/2023/2023-10-30-sec-adopts-amendments-to-beneficial-ownership-reporting-rules-what-investors-need-to-know,2023-10-30
UK AI Safety Summit 2023: What To Expect,https://www.cooley.com/news/insight/2023/2023-10-30-uk-ai-safety-summit-2023-what-to-expect,2023-10-30
CFPB Proposes Financial Data and Open Banking Rule,https://www.cooley.com/news/insight/2023/2023-10-27-cfpb-proposes-financial-data-and-open-banking-rule,2023-10-27
European Patent Office Makes Major Changes in Priority Entitlement,https://www.cooley.com/news/insight/2023/2023-10-27-european-patent-office-makes-major-changes-in-priority-entitlement,2023-10-27
Public Companies Update – October One-Minute Reads,https://www.cooley.com/news/insight/2023/2023-10-26-pubco-one-minute-reads,2023-10-26
International Product Recall – The Basics You Need To Know,https://www.cooley.com/news/insight/2023/2023-10-26-international-product-recall-the-basics-you-need-to-know,2023-10-26
